Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
1506791923,"Apr 13, 2018, 11:56:33 PM",Evening Walk,Walk,Walk with Sadie ,1646,1.22,,,FALSE,,,activities/1506791923.gpx,91.08129883,,1646,1179,1227.099976,5.800000191,,0,,289.6000061,291.2000122,2.200000048,0.008149295,,,,,,,,,137.3244781,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508018250,"Apr 14, 2018, 2:20:59 PM",Morning Walk,Walk,Walk with Sadie ,1729,1.21,,,FALSE,,,activities/1508018250.gpx,91.08129883,,1729,1132,1216.900024,2.099999905,,0,,289.7999878,291.5,2.200000048,0,,,,,,,,,136.1829987,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508448029,"Apr 14, 2018, 5:12:07 PM",Lunch Walk,Walk,Walk with Sadie ,1833,1.79,,,FALSE,,,activities/1508448029.gpx,91.08129883,,1833,1665,1790.800049,2.599999905,,0,,289.2999878,291.1000061,2.599999905,0,,,,,,,,,200.40802,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508707226,"Apr 14, 2018, 8:04:46 PM",Afternoon Walk,Walk,Walk with Sadie ,1493,1.14,,,FALSE,,,activities/1508707226.gpx,91.08129883,,1493,1141,1147.199951,1.899999976,,0,,289.8999939,291.1000061,2.200000048,0,,,,,,,,,128.3828888,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510952378,"Apr 15, 2018, 6:59:31 PM",Afternoon Walk,Walk,Walk with Sadie ,1291,1.16,,,FALSE,,,activities/1510952378.gpx,91.08129883,,1291,1128,1162,2.099999905,,0,,289.7999878,291.2000122,2.200000048,0.008605852,,,,,,,,,130.0391541,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512324116,"Apr 16, 2018, 4:50:49 PM",Lunch Walk,Walk,Walk with Sadie ,1854,1.81,,,FALSE,,,activities/1512324116.gpx,91.08129883,,1854,1774,1816.300049,2.5,,0,,289.2999878,291.1000061,2.900000095,0,,,,,,,,,203.2617188,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514053251,"Apr 17, 2018, 3:54:36 PM",Morning Walk,Walk,Walk with Sadie ,1916,1.8,,,FALSE,,,activities/1514053251.gpx,91.08129883,,1916,1765,1807,3.5,,5.573333263,,285.1000061,291.1000061,12.19999981,0.005534034,,,,,,,,,202.2209625,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514695595,"Apr 17, 2018, 5:23:27 PM",Lunch Ride,Ride,Starbucks and Walmart,10831,7.23,,,FALSE,,,activities/1514695595.gpx,91.08129883,,10831,2469,7236.899902,5.800000191,,10.88857841,,286.7999878,291.1000061,4.599999905,0.001381807,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518334909,"Apr 19, 2018, 3:34:29 PM",Morning Walk,Walk,Walk with Sadie ,1839,1.86,,,FALSE,,,activities/1518334909.gpx,91.08129883,,1839,1774,1863.199951,6,,0,,289.2999878,291.1000061,2.099999905,0.021468399,,,,,,,,,208.5102844,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528759575,"Apr 24, 2018, 1:04:58 PM",Morning Walk,Walk,Walk with Sadie ,1885,1.74,,,FALSE,,,activities/1528759575.gpx,91.08129883,,1885,1722,1744.199951,1.700000048,,4.186666489,,286.8999939,291.1000061,3.799999952,0,,,,,,,,,195.1930237,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529565039,"Apr 24, 2018, 4:27:00 PM",Lunch Ride,Ride,Starbucks to use wi-fi,12265,6.73,,,FALSE,,,activities/1529565039.gpx,91.08129883,,12265,2552,6731.5,8.300000191,,10.9365387,,286.7999878,291.2000122,3.299999952,0.001485553,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535416493,"Apr 27, 2018, 6:19:57 PM",Afternoon Ride,Ride,Starbucks to use the wi-fi,9331,7.52,,,FALSE,,,activities/1535416493.gpx,91.08129883,,9331,2604,7528.399902,6.5,,9.076812744,,287,291.1000061,3.700000048,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543452960,"May 1, 2018, 4:29:16 PM",Lunch Walk,Walk,Walk with Sadie ,1745,1.6,,,FALSE,,,activities/1543452960.gpx,,,1745,1605,1599.5,3.400000095,,0,,289.6000061,291.1000061,2.5,0.006251954,,,,,,,,,178.9996796,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560712890,"May 9, 2018, 4:03:33 PM",Lunch Ride,Ride,Starbucks to use wi-fi,11264,7.75,,,FALSE,,,activities/1560712890.gpx,91.08129883,,11264,2827,7756.299805,5.699999809,,9.538846016,,286.7999878,291.1000061,6.199999809,0,,,,,,,,26.57506561,83.76750183,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573660017,"May 15, 2018, 2:52:46 PM",Morning Ride,Ride,Forrest Building,744,2.49,,,FALSE,,,activities/1573660017.gpx,91.08129883,,744,707,2491,5.5,,3.416666746,,276,291.1000061,3.599999905,-0.409474105,,,,,,,,30.77611923,24.2609539,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580482742,"May 18, 2018, 5:05:58 PM",Lunch Ride,Ride,Starbucks and Walmart,9008,7.28,,,FALSE,,,activities/1580482742.gpx,91.08129883,,9008,2473,7282.799805,5.5,,10.85934067,,286.7999878,291.1000061,5.199999809,0.005492393,,,,,,,,28.32735825,78.10983276,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580695816,"May 18, 2018, 9:02:58 PM",Afternoon Ride,Ride,Raider Express,5862,1.16,,,FALSE,,,activities/1580695816.gpx,91.08129883,,5862,481,1164.199951,4.400000095,,0,,289.7999878,291.2999878,2.200000048,-0.017179178,,,,,,,,23.86191559,12.79749489,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584945655,"May 20, 2018, 3:37:31 PM",Morning Ride,Ride,Rec Center,6517,1.07,,,FALSE,,,activities/1584945655.gpx,91.08129883,,6517,369,1072.400024,4.199999809,,0,,289.2999878,291.1000061,1.5,0.046624392,,,,,,,,19.16557693,7.885398865,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615340736,"Jun 3, 2018, 3:39:19 PM",Morning Ride,Ride,Starbucks and Wally World,10214,7.6,,,FALSE,,,activities/1615340736.gpx,91.08129883,,10214,2640,7599.5,5.800000191,,9.573636055,,286.7999878,291.1000061,6.099999905,0.001315876,,,,,,,,28.14320564,82.8423233,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615717447,"Jun 3, 2018, 8:40:00 PM",Afternoon Activity,E-Bike Ride,Maintained RPMs in the high 80s Burned about 100 calories,1200,7.11,,,FALSE,,,,91.08129883,,1200,1200,7113.300293,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618982834,"Jun 5, 2018, 3:40:00 PM",Morning Activity,E-Bike Ride,"RPM - mid 80s
Calories - 109
Max HR - 137",1200,7.17,,,FALSE,,,,91.08129883,,1200,1200,7177.674316,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621664157,"Jun 6, 2018, 6:30:00 PM",Afternoon Ride,Ride,"CHCSEK, Starbucks and really World",2735,7.24,,,TRUE,,,,91.08129883,,2735,2735,7242.047852,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625293751,"Jun 8, 2018, 3:10:00 PM",Morning Activity,E-Bike Ride,"RPM - mid80s
Calories - 110
MaxHR - 127",1200,7.04,,,FALSE,,,,91.08129883,,1200,1200,7048.926758,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627482442,"Jun 9, 2018, 3:00:00 PM",Morning Activity,E-Bike Ride,"RPM - low 80s
Calories - 101
MaxHR - 110",1200,6.59,,,FALSE,,,,91.08129883,,1200,1200,6598.310547,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630062245,"Jun 10, 2018, 3:30:00 PM",Morning Activity,E-Bike Ride,"RPM - low 80s
Calories - 112
MaxHR - 123",1200,6.76,,,FALSE,,,,91.08129883,,1200,1200,6759.244629,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634289678,"Jun 12, 2018, 5:10:00 PM",Lunch Activity,E-Bike Ride,"RPM- high  70s
Calories -  104
MacHR- 127",1200,6.5,,,FALSE,,,,91.08129883,,1200,1200,6501.75,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638308971,"Jun 13, 2018, 9:10:00 PM",Lunch Walk,Walk,1Medical Center Circle to Home,15000,13.68,,,FALSE,,,,91.08129883,,15000,15000,13679.42383,,,0,,,,,0,,,,,,,,,1530.858521,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638379292,"Jun 14, 2018, 4:30:00 PM",Lunch Activity,E-Bike Ride,"RPM- mid 80s
Calories - 114
MaxHR - 128",1200,6.8,,,FALSE,,,,91.08129883,,1200,1200,6807.524902,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642584212,"Jun 16, 2018, 4:03:08 PM",Lunch Ride,Ride,Wal-Mart and Starbucks,4969,7.34,,,FALSE,,,activities/1642584212.gpx,91.08129883,,4969,2446,7339.600098,5.5,,10.8594408,,286.7999878,291.1000061,3.099999905,0.001362472,,,,,,,,29.38115883,80.13105011,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642767354,"Jun 16, 2018, 5:50:00 PM",Lunch Activity,E-Bike Ride,"RPM - high 80s
Calories - 114
MaxHR - 142",1200,7.37,,,FALSE,,,,91.08129883,,1200,1200,7370.79541,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644787747,"Jun 17, 2018, 2:40:00 PM",Morning Activity,E-Bike Ride,"RPM - mid 80s
Calories - 110
MaxHR - 136",1200,7.14,,,FALSE,,,,91.08129883,,1200,1200,7145.487305,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648497000,"Jun 19, 2018, 2:00:00 PM",Morning Activity,E-Bike Ride,"RPM - high 80s
Calories - 104
MaxHR - 120",1200,6.98,,,FALSE,,,,91.08129883,,1200,1200,6984.552734,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651186881,"Jun 20, 2018, 5:20:00 PM",Lunch Activity,E-Bike Ride,"RPM - high 80s
Calories - 104
MaxHR- 135",1200,7.08,,,FALSE,,,,91.08129883,,1200,1200,7081.11377,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652974977,"Jun 21, 2018, 2:40:00 PM",Morning Activity,E-Bike Ride,"RPM - mid 80s
Calories - 111
MaxHR - 131",1200,7.19,,,FALSE,,,,91.08129883,,1200,1200,7193.767578,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654969375,"Jun 22, 2018, 2:50:00 PM",Morning Activity,E-Bike Ride,"RPM - high 70s
Calories - 100
MaxHR - 105",1200,6.55,,,FALSE,,,,91.08129883,,1200,1200,6550.030273,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657173486,"Jun 23, 2018, 3:20:00 PM",Morning Activity,E-Bike Ride,"RPM - high 80s
Calories- 115
MaxHR - 128",1200,7.3,,,FALSE,,,,91.08129883,,1200,1200,7306.421875,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660374842,"Jun 24, 2018, 11:00:00 PM",Evening Activity,E-Bike Ride,"RPM - mid 80s
Calories - 103
MaxHR - 111",1200,7.01,,,FALSE,,,,91.08129883,,1200,1200,7016.739746,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661737947,"Jun 25, 2018, 3:10:46 PM",Morning Ride,Ride,CHC-SEK and Wal-Mart ,11798,4.88,,,FALSE,,,activities/1661737947.gpx,91.08129883,,11798,1784,4882.899902,7.099999905,,6.222435951,,287,291.1000061,4.099999905,-0.014335743,,,,,,,,32.5314827,64.71035767,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663464496,"Jun 25, 2018, 6:00:00 PM",Afternoon Ride,Ride,Walmart to home,1200,4.26,,,FALSE,,,,91.08129883,,1200,1200,4264.761719,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663511797,"Jun 26, 2018, 2:40:00 PM",Morning Activity,E-Bike Ride,"RPM -high 80s
Calories  115
MaxHR - 158
",1200,7.51,,,FALSE,,,,91.08129883,,1200,1200,7515.636719,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665873891,"Jun 27, 2018, 3:40:00 PM",Morning Activity,E-Bike Ride,"RPM - high 80s
Calories - 104
MaxHR - 128",1200,7.29,,,FALSE,,,,91.08129883,,1200,1200,7290.328125,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666448004,"Jun 27, 2018, 6:11:10 PM",Afternoon Ride,Ride,Starbucks and Wal-Mart,8562,7.29,,,FALSE,,,activities/1666448004.gpx,91.08129883,,8562,2434,7293,5.900000095,,9.404428482,,286.7999878,291.1000061,5.099999905,0.002742356,,,,,,,,29.06632233,78.88332367,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667789321,"Jun 28, 2018, 2:00:00 PM",Morning Activity,E-Bike Ride,"RPM - high 80s
Calories - 104
MaxHR - 143",1200,7.54,,,FALSE,,,,91.08129883,,1200,1200,7547.823242,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680901387,"Jul 4, 2018, 4:50:00 PM",Lunch Activity,E-Bike Ride,"RPM -:high 80s
Calories - 106
MaxHR - 121",1200,7.33,,,FALSE,,,,91.08129883,,1200,1200,7338.608398,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684718453,"Jul 5, 2018, 2:20:00 PM",Morning Ride,Ride,Starbucks and Walmart,2400,7.27,,,TRUE,,,,91.08129883,,2400,2400,7274.234863,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684760689,"Jul 6, 2018, 2:50:00 PM",Morning Activity,E-Bike Ride,"RPM - high 80s
Calories - 106
MaxHR - 141",1200,7.46,,,FALSE,,,,91.08129883,,1200,1200,7467.355957,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687476395,"Jul 7, 2018, 3:00:00 PM",Morning Ride,Ride,Starbucks and Walmart,2400,7.24,,,TRUE,,,,91.08129883,,2400,2400,7242.047852,,,9.448800087,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689525207,"Jul 8, 2018, 4:00:00 PM",Lunch Activity,E-Bike Ride,"RPM - low 90s
Calories - 113
MaxHR - 143",1200,7.77,,,FALSE,,,,91.08129883,,1200,1200,7773.131348,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693497621,"Jul 10, 2018, 2:30:00 PM",Morning Activity,E-Bike Ride,"RPM - low 90s
Calories- 107
MaxHR - 127",1200,7.61,,,FALSE,,,,91.08129883,,1200,1200,7612.197266,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696310605,"Jul 11, 2018, 7:20:00 PM",Afternoon Activity,E-Bike Ride,"RPM - low 80s
Calories - 152
MaxHR - 112",1800,10.01,,,FALSE,,,,91.08129883,,1800,1800,10010.12012,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698509735,"Jul 12, 2018, 7:40:00 PM",Afternoon Ride,Ride,Pittsburg Public Library,4140,12.87,,,TRUE,,,,91.08129883,,4140,4140,12874.75195,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700660830,"Jul 13, 2018, 10:40:00 PM",Afternoon Activity,E-Bike Ride,"RPM - mid 80s
Calories - 103
MaxHR - 104
Level - 1",1200,6.96,,,FALSE,,,,91.08129883,,1200,1200,6968.459473,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
